省份, 城市, 商圈, 具体位置, 服务
辽宁省,大连市,大连肯德基有限公司星光金地,和瑞园42-2和42-3号,
辽宁省,大连市,大连肯德基有限公司旅顺开发区兴发路,兴发路216-20号1层,"点唱机,手机点餐"
辽宁省,大连市,大连肯德基有限公司普临外卖点,皮口街道新海街162号,手机点餐
辽宁省,大连市,大连肯德基有限公司普临外卖点,皮口街道新海街162号,手机点餐
安徽省,合肥市,百胜餐饮（安徽）有限公司园博园,包河大道与大连路交口西南角园博小镇1期航站楼组团一层101号,手机点餐
辽宁省,大连市,大连肯德基有限公司国会咖啡肩并肩,港湾街一号公建用现肯德基实际经营位置,火车站店
辽宁省,大连市,大连肯德基有限公司星海圣亚KCOFFEE,星海圣亚海洋世界商业街区,手机点餐
辽宁省,大连市,大连肯德基有限公司星海圣亚KCOFFEE,星海圣亚海洋世界商业街区,手机点餐
辽宁省,大连市,大连肯德基有限公司新生路,新生路万客园2号,手机点餐
辽宁省,大连市,大连肯德基有限公司五一咖啡肩并肩,先进街道五一路366-1号,火车站店
辽宁省,大连市,大连肯德基有限公司新生路,新生路万客园2号,手机点餐
安徽省,合肥市,百胜餐饮（安徽）有限公司园博园,包河大道与大连路交口西南角园博小镇1期航站楼组团一层101号,手机点餐
辽宁省,大连市,大连肯德基有限公司大连长兴岛,景翠路77号75-17公建1层肯德基,手机点餐
辽宁省,大连市,大连肯德基有限公司五一咖啡肩并肩,先进街道五一路366-1号,火车站店
辽宁省,大连市,大连肯德基有限公司大连长兴岛,景翠路77号75-17公建1层肯德基,手机点餐
辽宁省,大连市,大连肯德基有限公司国会咖啡肩并肩,港湾街一号公建用现肯德基实际经营位置,火车站店
山东省,威海市,青岛肯德基有限公司威海高区九龙汇,大连路155号威海高区九龙汇一层L119号铺位,手机点餐
山东省,威海市,青岛肯德基有限公司威海高区九龙汇,大连路155号威海高区九龙汇一层L119号铺位,手机点餐
北京市,北京市,京通新城,朝阳路杨闸环岛西北京通苑30号楼一层南侧,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
北京市,北京市,黄寺大街,黄寺大街15号北京城乡黄寺商厦,"Wi-Fi,点唱机,店内参观,礼品卡"
北京市,北京市,四季青桥,西四环北路117号北京欧尚超市F1、B1,"Wi-Fi,礼品卡"
北京市,北京市,亦庄,北京经济开发区西环北路18号F1＋F2,"Wi-Fi,礼品卡,手机点餐"
北京市,北京市,石园南大街,通顺路石园西区南侧北京顺义西单商场石园分店一层、二层部分,"24小时,Wi-Fi,店内参观,礼品卡,手机点餐"
北京市,北京市,北京南站,北京南站候车大厅B岛201号,"Wi-Fi,礼品卡"
北京市,北京市,巴沟,巴沟路2号北京华联万柳购物中心一层,"Wi-Fi,礼品卡"
北京市,北京市,北京肯德基有限公司国瑞城,崇文区崇外大街18号G层--国瑞城中心地下一层（主出入口在一层）,"点唱机,礼品卡"
北京市,北京市,欢乐谷,南磨房乡小武基北路北京欢乐谷内欢乐时光区一层,礼品卡
北京市,北京市,亦庄沃尔玛,经济技术开发区文化园东路6号北京经开汇展中心1-2层,"Wi-Fi,店内参观,礼品卡"
北京市,北京市,北京站Select,北京火车站候车大厅一层西侧原商务中心,"精选店,礼品卡"
北京市,北京市,通州北苑华联,杨庄北里五十二号天时名苑小区十四号楼北京华联南侧一层,"Wi-Fi,店内参观,礼品卡"
北京市,北京市,西环嘉茂,北京北站旁 凯德mall负一层,"Wi-Fi,店内参观,礼品卡"
山东省,日照市,日照银座餐厅,北京路中段（咨询电话17663309003）,"Wi-Fi,店内参观,礼品卡"
湖北省,荆州市,荆州月亮湾,沙市中商百货一楼北京路中路173号,"点唱机,礼品卡"
福建省,福州市,金山,建新镇金山大道100号北京金山05店面,"Wi-Fi,点唱机,店内参观,礼品卡"
北京市,北京市,北京南站三,北京南站地下一层南大门内东侧场地快速进站口3与快速进站口4中间,礼品卡
北京市,北京市,北京南站六,北京南站二层旅客出发层西南角（23B检票口）旁,礼品卡
北京市,北京市,北京站广场二,北京站进站口西侧前廊下,"24小时,礼品卡"
北京市,北京市,马坡汽车穿梭,马坡镇顺城大街29号北京乡村乐园一层,"Wi-Fi,店内参观,礼品卡"
北京市,北京市,新城外城DT,南四环成寿寺路308号北京城外诚家居广场停车广场,"24小时,Wi-Fi,店内参观,礼品卡"
新疆,乌鲁木齐市,铁路,北京南路895号电话3822695,"点唱机,礼品卡"
新疆,乌鲁木齐市,苏州路,北京南路28号家乐福苏州路购物中心一层肯德基餐厅,"Wi-Fi,点唱机,店内参观,礼品卡"
内蒙古,呼和浩特市,蒙苑,兴安北路169号北京华联一层,"Wi-Fi,点唱机,店内参观,礼品卡"
甘肃省,兰州市,南昌,南昌路982号新北京华联一层,"Wi-Fi,店内参观,礼品卡"
江苏省,南京市,金利,新华路138号鑫乐广场（北京华联超市旁）,"Wi-Fi,店内参观,礼品卡,手机点餐"
安徽省,芜湖市,芜湖营盘山路,北京东路与营盘山路交叉口大润发超市一楼,"24小时,Wi-Fi,店内参观,礼品卡"
江苏省,淮安市,南京肯德基有限公司淮安北京路苏果,清河区北京新村五区新苑逸城,"24小时,Wi-Fi,店内参观,礼品卡"
贵州省,贵阳市,金阳82266155,金阳新区北京西路金源时代购物中心一层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡,手机点餐"
贵州省,遵义市,国酒路,仁怀市中枢镇酒都新区国酒大道超一时代广场一楼北京华联旁,"24小时,Wi-Fi,点唱机,礼品卡"
云南省,昆明市,白云,北京路延长线大白庙村家乐福超市一楼,"24小时,Wi-Fi,点唱机,礼品卡"
云南省,昆明市,北辰,北京路延长线财富中心E栋,"24小时,Wi-Fi,礼品卡"
广西,北海市,购物广场,北海大道与北京路交汇处北海城购物广场首层,"24小时,Wi-Fi,点唱机,店内参观,礼品卡"
新疆,博乐市,博乐友好,北京路与新华路交汇处友好购物中心肯德基餐厅,"Wi-Fi,店内参观,礼品卡"
江西省,南昌市,梦时代,北京东路308号恒茂梦时代国际广场三号楼一层,"Wi-Fi,点唱机,店内参观,礼品卡"
江苏省,淮安市,南京肯德基有限公司洪泽大润发,洪泽县北京路与建设路交汇处,"店内参观,礼品卡"
江苏省,淮安市,南京肯德基有限公司淮阴时代,北京东路和淮海北路交汇处,"24小时,Wi-Fi,店内参观,礼品卡"
江西省,南昌市,洪城大厦,西湖区北京西路156号一层洪城大厦肯德基,"Wi-Fi,点唱机,礼品卡"
新疆,乌鲁木齐市,福润德餐厅,北京南路433号大寨沟福润德一楼肯德基餐厅,"Wi-Fi,点唱机,店内参观,礼品卡"
新疆,伊犁哈萨克自治州,奎屯友好餐厅,飞鸿里北京东路3栋友好时尚购物中心1-2层,
江苏省,徐州市,南京肯德基有限公司徐州泉山大润发,泉山区北京路与欣欣路交叉口,"Wi-Fi,点唱机,店内参观"
北京市,北京市,大兴龙湖,龙湖北京大兴天街商业楼三层3F-10a铺位,"Wi-Fi,店内参观"
江苏省,徐州市,南京肯德基有限公司徐州铜山万达,北京北路19号,"24小时,点唱机,店内参观"
北京市,北京市,西站南广场二号,北京西客站南站房东附楼一层105号铺位、104铺位和二层204铺位,"Wi-Fi,点唱机"
宁夏,银川市,银川悦海,尹家渠街东侧、枕水路南侧北京华联悦海新天地购物中心一层,"Wi-Fi,点唱机,手机点餐"
湖北省,十堰市,万达电话18571740284,发展大道与北京路延长线交汇处,"Wi-Fi,点唱机,店内参观"
宁夏,银川市,银川新华联,通达北街以西北京路以北新华联广场1层、4层,"Wi-Fi,手机点餐"
河北省,沧州市,沧州高铁站,北京路西端头高铁站候车大厅二楼,"Wi-Fi,点唱机"
广西,北海市,北海宁春城,北京路西、西南大道北和安.宁春城一期,"24小时,Wi-Fi,点唱机,店内参观"
北京市,北京市,北京肯德基有限公司人才大厦,丰台东路58号院1号楼1层102号商铺,高铁店
江苏省,泰州市,宣堡服务区北,宣堡北052381560366(往北京方向),Wi-Fi
广东省,广州市,北京路天河城（原仰忠汇）,越秀区北京路168号二层自编B201/L201号铺,"Wi-Fi,点唱机,店内参观"
北京市,北京市,北京肯德基有限公司紫码路餐厅,阎村镇乐活家园45号楼一层109号商铺、二层109号商铺、二层108号商铺,"24小时,Wi-Fi,店内参观"
河北省,唐山市,肯德基精选1（北京方向）,电话：0315-6561129，,"Wi-Fi,精选店"
广东省,茂名市,橘洲一号,北京东三路18号橘洲一号（2栋负一楼商铺）首层,"24小时,Wi-Fi,点唱机,店内参观"
湖北省,十堰市,十堰远洋国际,五堰街办北京北路83A号1幢2-1,"Wi-Fi,点唱机"
湖南省,怀化市,胜利门,沅陵县辰州中路北京公馆2栋1层,"Wi-Fi,点唱机,店内参观"
贵州省,贵阳市,观山湖印象城,北京西路与金阳南路交界处西南角,"Wi-Fi,点唱机"
江苏省,宿迁市,南京肯德基有限公司沭阳万达,北京南路（原新城路22号）万达广场一层1030号商铺,"24小时,Wi-Fi,点唱机"
北京市,北京市,北京南站九,丰台区北京南站高架层东南角,
贵州省,贵阳市,贵阳数博万达,北京西路66号万达广场1031号商铺,"Wi-Fi,点唱机"
贵州省,贵阳市,贵阳数博万达,北京西路66号万达广场1031号商铺,"Wi-Fi,点唱机"
安徽省,铜陵市,皖江环球港,北京西路与政府北路交叉口北斗星城2期1-3#栋一层,Wi-Fi
青海省,西宁市,西宁长江路餐厅,北京华联华联购物中心一楼肯德基,Wi-Fi
安徽省,铜陵市,皖江环球港,北京西路与政府北路交叉口北斗星城2期1-3#栋一层,Wi-Fi
青海省,西宁市,西宁长江路餐厅,北京华联华联购物中心一楼肯德基,Wi-Fi
辽宁省,沈阳市,辽中服务区外卖点(北京方向）,辽中县京哈高速公路沿线辽中服务区北侧一层（北京方向）,Wi-Fi
辽宁省,沈阳市,辽中服务区外卖点(北京方向）,辽中县京哈高速公路沿线辽中服务区北侧一层（北京方向）,Wi-Fi
北京市,北京市,北京朝阳站,北京朝阳站内二层高架夹层G2-9-1,精选店
北京市,北京市,北京朝阳站,北京朝阳站内二层高架夹层G2-9-1,精选店
宁夏,银川市,新百CCPARK,回族自治区北京中路192号CCpark店一层1D23铺,"Wi-Fi,店内参观"
宁夏,银川市,新百CCPARK,回族自治区北京中路192号CCpark店一层1D23铺,"Wi-Fi,店内参观"
北京市,北京市,红军营,来广营北京龙湖蓝海引擎产业园一层【L1-007】,"Wi-Fi,店内参观,手机点餐"
北京市,北京市,红军营,来广营北京龙湖蓝海引擎产业园一层【L1-007】,"Wi-Fi,店内参观,手机点餐"
北京市,北京市,大兴国际机场六号,北京大兴国际机场航站楼S-BL02-007、008（大兴机场内）,Wi-Fi
北京市,北京市,大兴国际机场六号,北京大兴国际机场航站楼S-BL02-007、008（大兴机场内）,Wi-Fi
湖北省,十堰市,十堰环球港,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
湖北省,十堰市,十堰环球港,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
湖北省,十堰市,十堰环球港,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
湖北省,十堰市,十堰环球港,北京路十堰环球港1B层A08,"Wi-Fi,点唱机,店内参观,手机点餐"
北京市,北京市,金安桥中海,"02商铺阜石路与北辛安路交汇处东南角的北京金安中海环宇荟地上一层的L101,L1","24小时,Wi-Fi,店内参观"
北京市,北京市,金安桥中海,"02商铺阜石路与北辛安路交汇处东南角的北京金安中海环宇荟地上一层的L101,L1","24小时,Wi-Fi,店内参观"
宁夏,银川市,银川兴庆吾悦,回族自治区北京东路新城吾悦广场【1002、1003】号商铺,"Wi-Fi,店内参观"
湖北省,荆州市,荆州人信汇,北京中路239号人信汇一层123号商铺,"24小时,点唱机,手机点餐"
湖北省,荆州市,荆州人信汇,北京中路239号人信汇一层123号商铺,"24小时,点唱机,手机点餐"
云南省,红河哈尼族彝族自治州,锦隆财富中心,天马路与北京路交叉锦隆财富中心一层,"Wi-Fi,点唱机,手机点餐"
西藏自治区,拉萨市,功德林天街,北京中路11号功德林天街1楼,手机点餐
云南省,红河哈尼族彝族自治州,锦隆财富中心,天马路与北京路交叉锦隆财富中心一层,"Wi-Fi,点唱机,手机点餐"
北京市,北京市,青年北路,平房镇姚家园路与青年北路交叉口西北京姚家园万象汇B110号商铺,手机点餐
西藏自治区,拉萨市,功德林天街,北京中路11号功德林天街1楼,手机点餐
西藏自治区,拉萨市,西郊百益,城西区北京中路以南百益超市一层（北京中路46号）,手机点餐
西藏自治区,拉萨市,西郊百益,城西区北京中路以南百益超市一层（北京中路46号）,手机点餐
